92,119,3/12/2024
188,60,1/18/2025
404,466,9/2/2024
687,994,7/15/2024
672,170,3/29/2024
347,514,5/4/2024
308,330,9/23/2024
629,662,9/24/2024
52,467,11/14/2024
815,624,11/12/2024
477,696,9/28/2024
64,398,1/31/2025
335,711,8/31/2024
784,863,3/22/2024
331,409,1/18/2025
10,126,4/12/2024
359,425,2/15/2024
347,831,6/27/2024
652,264,12/30/2024
203,39,5/25/2024
30,530,3/29/2024
118,902,5/5/2024
890,161,7/3/2024
715,231,2/27/2024
5,479,5/23/2024
50,346,6/29/2024
900,650,12/1/2024
155,39,12/17/2024
836,460,11/30/2024
103,400,11/25/2024
102,295,1/27/2025
116,184,2/5/2024
805,519,1/14/2025
132,91,8/25/2024
172,603,10/8/2024
904,273,11/1/2024
493,303,11/16/2024
458,656,12/28/2024
400,180,12/21/2024
282,947,3/2/2024
387,860,3/15/2024
424,105,3/29/2024
530,772,6/18/2024
274,564,12/20/2024
912,134,4/29/2024
973,378,8/11/2024
143,607,4/16/2024
747,582,11/16/2024
295,825,3/8/2024
206,86,9/15/2024
121,849,1/23/2025
710,55,4/5/2024
321,430,7/14/2024
658,877,2/18/2024
319,560,8/17/2024
533,145,10/14/2024
215,694,7/31/2024
365,398,8/4/2024
581,220,2/4/2025
438,769,3/22/2024
594,355,4/23/2024
832,74,8/11/2024
342,25,11/27/2024
683,605,5/3/2024
75,633,10/8/2024
433,313,10/1/2024
401,484,4/1/2024
335,296,1/8/2025
213,195,10/3/2024
9,126,11/9/2024
123,775,9/25/2024
974,721,1/14/2025
51,848,2/6/2024
763,63,3/4/2024
895,996,11/30/2024
608,294,9/6/2024
158,649,12/20/2024
984,25,2/3/2025
956,919,1/14/2025
721,500,8/29/2024
994,927,6/15/2024
175,75,7/11/2024
90,110,4/20/2024
822,259,6/14/2024
995,824,8/29/2024
648,818,7/29/2024
581,521,10/22/2024
883,122,8/10/2024
221,772,5/7/2024
35,160,10/15/2024
556,541,1/27/2025
464,552,9/11/2024
642,890,6/19/2024
7,737,8/29/2024
887,227,2/11/2024
708,167,5/11/2024
539,185,7/22/2024
473,456,9/30/2024
281,304,7/15/2024
936,54,1/14/2025
461,214,3/5/2024
244,597,1/22/2025
671,408,4/15/2024
710,356,4/17/2024
87,385,8/20/2024
421,701,12/10/2024
752,446,1/18/2025
672,959,2/29/2024
715,290,6/16/2024
779,929,5/16/2024
848,978,2/1/2025
85,552,1/15/2025
266,912,4/8/2024
924,823,8/26/2024
124,455,8/5/2024
824,194,3/16/2024
495,569,2/26/2024
354,999,7/18/2024
883,664,5/26/2024
906,212,2/2/2025
451,236,12/22/2024
22,610,8/12/2024
139,290,8/14/2024
491,422,4/25/2024
64,767,5/29/2024
521,662,2/1/2025
835,955,6/30/2024
681,26,3/7/2024
95,185,9/6/2024
906,386,6/24/2024
968,401,1/12/2025
7,792,8/29/2024
607,414,10/9/2024
992,774,3/6/2024
734,684,5/4/2024
179,986,11/21/2024
53,242,12/26/2024
194,549,10/11/2024
295,442,4/24/2024
804,449,9/21/2024
853,372,8/1/2024
148,4,9/1/2024
146,348,4/13/2024
603,667,10/9/2024
198,630,2/27/2024
152,271,7/8/2024
356,967,7/24/2024
89,458,7/16/2024
455,448,1/1/2025
317,455,5/19/2024
41,878,12/1/2024
766,740,2/1/2025
958,79,1/2/2025
593,201,4/8/2024
667,492,2/1/2025
182,274,10/6/2024
783,163,10/14/2024
405,302,10/11/2024
524,730,10/29/2024
790,757,2/28/2024
322,800,6/21/2024
80,826,4/1/2024
57,33,9/24/2024
992,767,8/10/2024
396,516,1/13/2025
438,118,8/18/2024
70,888,8/20/2024
805,649,4/22/2024
728,488,6/16/2024
893,119,7/24/2024
778,400,6/5/2024
381,560,10/4/2024
196,6,9/23/2024
277,84,8/15/2024
750,596,7/11/2024
498,572,11/19/2024
875,681,8/7/2024
46,902,12/7/2024
447,76,4/30/2024
709,646,6/10/2024
760,476,12/26/2024
490,779,5/23/2024
909,539,5/27/2024
703,469,4/28/2024
384,720,10/31/2024
127,3,4/2/2024
574,443,2/8/2024
405,417,7/26/2024
159,34,4/24/2024
168,443,4/23/2024
183,294,10/5/2024
888,389,12/1/2024
47,267,12/26/2024
340,211,5/20/2024
462,465,5/10/2024
526,896,6/1/2024
314,713,12/21/2024
600,481,12/23/2024
158,578,7/3/2024
525,958,12/19/2024
794,811,9/19/2024
393,888,5/13/2024
32,714,8/9/2024
852,833,10/7/2024
569,195,1/3/2025
914,830,11/21/2024
808,79,9/21/2024
649,973,8/16/2024
464,394,6/19/2024
298,560,7/6/2024
856,854,6/29/2024
344,584,9/16/2024
259,571,11/29/2024
801,906,5/10/2024
886,731,11/1/2024
630,109,5/11/2024
952,340,8/8/2024
594,794,12/20/2024
207,581,8/20/2024
162,326,9/14/2024
857,852,12/29/2024
283,2,4/2/2024
132,23,9/26/2024
434,815,7/18/2024
983,893,8/2/2024
288,558,8/10/2024
205,267,1/12/2025
371,160,10/7/2024
702,998,2/17/2024
690,611,11/4/2024
541,69,10/4/2024
124,433,7/4/2024
794,208,11/19/2024
176,711,11/13/2024
680,586,11/28/2024
273,189,5/20/2024
286,441,1/11/2025
887,339,8/8/2024
297,909,9/10/2024
880,846,4/23/2024
849,279,11/14/2024
788,892,11/9/2024
978,251,2/16/2024
145,219,3/24/2024
434,453,9/2/2024
788,169,6/3/2024
697,905,10/11/2024
693,208,10/25/2024
63,162,9/21/2024
915,729,12/29/2024
462,361,10/27/2024
831,104,11/15/2024
363,208,7/21/2024
756,632,12/26/2024
319,968,10/5/2024
642,972,9/6/2024
156,137,9/4/2024
966,151,1/17/2025
898,965,8/6/2024
723,237,10/7/2024
836,694,4/23/2024
121,298,9/17/2024
956,390,6/3/2024
864,668,9/26/2024
85,493,9/29/2024
352,550,2/22/2024
24,671,8/21/2024
655,179,8/31/2024
230,161,12/1/2024
486,455,1/7/2025
258,898,4/21/2024
472,931,5/5/2024
384,568,2/29/2024
203,621,1/13/2025
12,167,1/12/2025
358,832,1/26/2025
329,227,1/22/2025
872,555,2/16/2024
722,491,1/10/2025
44,201,11/14/2024
951,984,9/7/2024
72,651,11/18/2024
63,933,4/4/2024
183,72,9/30/2024
140,756,9/26/2024
826,57,9/1/2024
944,867,8/15/2024
100,990,1/16/2025
116,704,8/5/2024
195,506,7/27/2024
860,296,7/30/2024
270,66,10/25/2024
808,112,12/27/2024
27,569,1/5/2025
336,843,2/3/2025
194,836,12/17/2024
976,155,3/9/2024
628,82,2/26/2024
928,12,8/19/2024
87,54,5/29/2024
